Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
23/3/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,142931,5040,"Mobil Delvac MX 15W-40, 4X6+1L.",10080
23/3/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,143629,4256,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",8512
10/1/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,143629,2996,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",5992
15/2/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,143629,1204,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",2408
26/10/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143877,11536,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11536
26/10/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,145575,13972,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",13972
19/1/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143629,3136,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",6272
19/1/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143628,4984,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",4984
31/7/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143628,11816,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",11816
9/2/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143877,9436,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9436
29/3/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143628,2576,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2576
31/5/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143877,11200,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11200
26/10/2023,B,ERW_B8AI2023110003,Retails,Kanchanaburi,145497,6608,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",13216
20/1/2023,B,ERW_BM2U2020110093,Retails,Samut Prakan,141539,6776,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",13552
30/1/2023,B,ERW_BBH22023020002,Retails,Ratchaburi,142931,2632,"Mobil Delvac MX 15W-40, 4X6+1L.",5264
8/8/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,143877,11032,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11032
13/7/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,143877,7896,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7896
23/3/2023,B,ERW_BHGO2023040004,Retails,Nakhon Pathom,141539,13972,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",27944
20/12/2023,B,ERW_BM2U2020110084,Retails,Nakhon Pathom,145577,12320,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24640
24/2/2023,B,ERW_BM2U2020110003,Retails,Nakhon Pathom,141539,1960,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",3920
24/3/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143877,4088,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4088
23/5/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143628,7392,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",7392
26/4/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143628,9856,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",9856
26/4/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143877,12796,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12796
18/8/2023,B,ERW_BM2U2020110012,Retails,Nakhon Pathom,145474,7728,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15456
24/3/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143629,9604,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",19208
26/6/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143628,8652,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",8652
26/6/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145474,12964,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",25928
29/9/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145577,8148,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16296
29/9/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145474,10864,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",21728
14/1/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143629,10416,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",20832
14/1/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,142931,3528,"Mobil Delvac MX 15W-40, 4X6+1L.",7056
26/5/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143629,11480,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",22960
26/5/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145474,8876,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",17752
31/10/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,145644,10556,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",42224
18/1/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,143877,3108,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3108
4/4/2023,B,ERW_BM2U2020110018,Retails,Prachuap Khiri Khan,142931,3052,"Mobil Delvac MX 15W-40, 4X6+1L.",6104
8/5/2023,B,ERW_BM2U2020110022,Retails,Prachuap Khiri Khan,143629,6748,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13496
13/10/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,143877,9940,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9940
7/11/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,145497,9604,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",19208
30/6/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,6244,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6244
25/3/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,6804,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6804
18/4/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143629,5488,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",10976
2/8/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,672,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",672
6/9/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143628,12544,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",12544
8/12/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143877,644,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",644
5/8/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145497,9744,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",19488
31/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143877,6272,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6272
13/6/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,145577,12572,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25144
18/4/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,143629,8988,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",17976
16/12/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,145577,7812,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",15624
23/3/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,141539,9884,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",19768
23/3/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,143629,8792,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",17584
16/5/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,143629,10724,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21448
21/3/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143629,12460,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",24920
21/3/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,141539,8064,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",16128
21/3/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143628,5348,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5348
23/5/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143629,11872,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",23744
23/5/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143628,504,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",504
23/5/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,145497,7616,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15232
14/1/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143628,8904,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",8904
25/11/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,145575,8624,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",8624
23/3/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143628,5152,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5152
19/1/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143629,12824,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",25648
23/3/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143877,6580,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6580
23/3/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143629,13468,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",26936
31/8/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143877,3080,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3080
9/5/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143877,9016,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9016
9/5/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,145497,8960,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",17920
19/7/2023,B,ERW_BM2U2020110049,Retails,Kanchanaburi,143877,10696,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10696
29/9/2023,B,ERW_BM2U2020110050,Retails,Kanchanaburi,145497,5376,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",10752
26/4/2023,B,ERW_BM2U2020110063,Retails,Kanchanaburi,141539,9744,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",19488
11/7/2023,B,ERW_BM2U2020110068,Retails,Bangkok,145577,12488,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24976
9/10/2023,B,ERW_BM2U2020110068,Retails,Bangkok,145497,12376,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24752
22/11/2023,B,ERW_BM2U2020110073,Retails,Bangkok,145577,8932,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",17864
16/9/2023,B,ERW_BM2U2020110073,Retails,Bangkok,143877,10220,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10220
8/12/2023,B,ERW_BM2U2020110073,Retails,Bangkok,145577,13160,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",26320
14/1/2023,B,ERW_BM2U2020110073,Retails,Bangkok,143629,10556,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21112
2/2/2023,B,ERW_BM2U2020110073,Retails,Bangkok,141539,9324,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18648
27/4/2023,B,ERW_BM2U2020110073,Retails,Bangkok,143877,8120,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8120
8/8/2023,B,ERW_BM2U2020110075,Retails,Bangkok,143877,11060,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11060
11/8/2023,B,ERW_BM2U2020110075,Retails,Bangkok,145497,6440,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12880
11/8/2023,B,ERW_BM2U2020110075,Retails,Bangkok,145577,10332,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",20664
31/10/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,145497,1708,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",3416
31/10/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,143877,2716,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2716
30/5/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,143628,11704,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",11704
21/12/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,145575,10948,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",10948
3/10/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,145497,8512,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",17024
21/3/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,141539,2912,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5824
9/11/2023,B,ERW_BM2U2020110105,Retails,Bangkok,145577,6300,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12600
9/8/2023,B,ERW_BM2U2020110105,Retails,Bangkok,145577,4536,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",9072
21/4/2023,B,ERW_BM2U2020110105,Retails,Bangkok,143629,6188,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",12376
13/12/2023,B,ERW_BM2U2020110107,Retails,Phetchaburi,145497,6048,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12096
10/10/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145474,13188,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26376
20/7/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,143877,6356,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6356
22/6/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,143877,11312,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11312
20/11/2023,B,ERW_BM2U2020110111,Retails,Nakhon Pathom,145497,9912,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",19824
9/5/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,143877,6552,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6552
23/5/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143628,4872,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",4872
18/4/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143877,11004,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11004
19/6/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143628,13804,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",13804
18/4/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143629,112,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",224
18/4/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143628,2408,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2408
5/9/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,145577,13328,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",26656
6/1/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143629,5600,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",11200
23/5/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,143629,1652,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",3304
28/3/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,143877,9632,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9632
2/11/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,143877,6832,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6832
12/10/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,143877,4060,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4060
12/10/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145474,13496,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26992
20/12/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,143877,10248,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10248
20/12/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145474,13216,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26432
18/5/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,143628,6384,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",6384
6/2/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,143877,9184,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9184
29/3/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,143877,3276,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3276
13/5/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,143628,1988,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",1988
10/11/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,143877,7168,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7168
2/12/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,145474,2492,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4984
4/11/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,145497,3472,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",6944
5/1/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,143629,6944,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13888
2/9/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,145497,13160,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",26320
31/5/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,145474,7168,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",14336
30/3/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,143628,4200,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",4200
30/3/2023,B,ERW_BM2U2020110128,Retails,Samut Sakhon,141539,10220,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",20440
19/8/2023,B,ERW_BM2U2020110135,Retails,Bangkok,145577,12992,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25984
20/12/2023,B,ERW_BM2U2020110136,Retails,Samut Sakhon,145577,10500,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",21000
12/9/2023,B,ERW_BM2U2020110140,Retails,Ratchaburi,145577,5040,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",10080
8/4/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,143628,2940,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2940
25/3/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,143628,532,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",532
23/5/2023,B,ERW_BM2U2020110161,Retails,Samut Sakhon,145474,12124,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",24248
18/4/2023,B,ERW_BM2U2020110161,Retails,Samut Sakhon,142931,4844,"Mobil Delvac MX 15W-40, 4X6+1L.",9688
23/5/2023,B,ERW_BM2U2020110161,Retails,Samut Sakhon,145497,5572,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",11144
30/1/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,141539,6384,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",12768
3/5/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,143629,13468,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",26936
31/5/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,145497,4956,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",9912
28/6/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,145577,7448,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14896
19/8/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,145497,924,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",1848
5/4/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,143629,12908,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",25816
18/8/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,145497,11872,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",23744
6/7/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,145497,9968,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",19936
11/5/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,145497,7728,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15456
4/2/2023,B,ERW_BM2U2020110174,Retails,Nakhon Pathom,143877,9548,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9548
20/12/2023,B,ERW_BT8D2023080001,Retails,Prachuap Khiri Khan,143877,2380,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2380
31/5/2023,B,ERW_BT8D2023080001,Retails,Prachuap Khiri Khan,145497,7840,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15680
21/10/2023,B,ERW_BT8D2023080001,Retails,Prachuap Khiri Khan,143877,9604,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9604
6/11/2023,B,ERW_BT8D2023080001,Retails,Prachuap Khiri Khan,145577,10500,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",21000
10/10/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143877,7252,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7252
20/12/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145575,13776,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",13776
8/5/2023,B,ERW_BXEO2021030004,Retails,N\A,143629,3164,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",6328
29/11/2023,B,ERW_BXEO2021030006,Retails,Nakhon Pathom,145497,10584,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",21168
14/9/2023,B,ERW_BXEO2021030006,Retails,Nakhon Pathom,145474,5712,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",11424
18/2/2023,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,142931,2576,"Mobil Delvac MX 15W-40, 4X6+1L.",5152
3/2/2023,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,142931,1120,"Mobil Delvac MX 15W-40, 4X6+1L.",2240
3/2/2023,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,143629,6944,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13888
23/12/2023,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,143877,11116,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11116
22/12/2023,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,145577,2352,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",4704
22/9/2023,B,ERW_BY6B2023030001,Retails,Samut Sakhon,143628,420,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",420
22/5/2023,B,ERW_BY6B2023030001,Retails,Samut Sakhon,143628,3696,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",3696
19/12/2023,B,ERW_BY6B2023030001,Retails,Samut Sakhon,145577,8652,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",17304
15/2/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,8848,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",8848
2/3/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143629,5964,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",11928
2/3/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,2016,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2016
12/7/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145577,2156,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",4312
8/8/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145577,7224,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14448
17/10/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145577,6496,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12992
4/11/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145577,6720,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13440
5/6/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,143877,5348,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5348
16/3/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,143877,10444,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10444
14/1/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,143877,12796,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12796
19/4/2023,D,ERW_DBG72020110008,Retails,Trang,143629,504,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",1008
18/11/2023,D,ERW_DBG72020110009,Retails,Nakhon Si Thammarat,145577,1596,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3192
9/10/2023,D,ERW_DBG72020110014,Retails,Pattani,145497,3808,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",7616
9/10/2023,D,ERW_DBG72020110014,Retails,Pattani,143877,1428,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1428
3/5/2023,D,ERW_DBG72020110014,Retails,Pattani,143877,11508,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11508
3/6/2023,D,ERW_DBG72020110014,Retails,Pattani,143877,2604,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2604
23/9/2023,D,ERW_DBG72020110014,Retails,Pattani,145497,11452,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22904
17/7/2023,D,ERW_DBG72020110027,Retails,Surat Thani,143877,13384,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13384
12/6/2023,D,ERW_DBG72020110027,Retails,Surat Thani,142931,5852,"Mobil Delvac MX 15W-40, 4X6+1L.",11704
19/12/2023,D,ERW_DBG72020110036,Retails,Songkhla,145577,12152,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24304
5/10/2023,D,ERW_DBG72020110036,Retails,Songkhla,143877,8400,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8400
23/2/2023,D,ERW_DBG72020110044,Retails,Krabi,143877,4368,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4368
10/7/2023,D,ERW_DBG72020110044,Retails,Krabi,143877,532,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",532
